review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/9,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,9,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient completed 3 days of intravenous methylprednisolone for significant airway muscle involvement, what was the starting dose of the prednisone tapering regimen?",60 mg daily,(B),50 mg daily,60 mg daily,1000 mg daily,1 mg/kg daily,40 mg daily,"[""50\u2009mg daily"", ""40\u2009mg daily"", ""1\u2009mg/kg daily"", ""1000\u2009mg daily""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient completed 3 days of intravenous methylprednisolone for significant airway muscle involvement, what was the starting dose of the prednisone tapering regimen?
(A) 50 mg daily
(B) 60 mg daily
(C) 1000 mg daily
(D) 1 mg/kg daily
(E) 40 mg daily","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient completed 3 days of intravenous methylprednisolone for significant airway muscle involvement, the starting dose of the prednisone tapering regimen was 60 mg daily","He was then stepped down to a prednisone tapering regimen starting at 60 mg daily, weaned by 5 mg every 2 to 3 weeks.",Treatment,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient completed 3 days of intravenous methylprednisolone for significant airway muscle involvement, the starting dose of the prednisone tapering regimen was","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient completed 3 days of intravenous methylprednisolone for significant airway muscle involvement, the starting dose of the prednisone tapering regimen was
(A) 50 mg daily
(B) 60 mg daily
(C) 1000 mg daily
(D) 1 mg/kg daily
(E) 40 mg daily"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/10,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,10,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, how far apart were the two intravenous rituximab doses of 1000 mg each given?",2 weeks apart.,(D),5 days apart.,6 months apart.,weekly for 4 weeks.,2 weeks apart.,4 weeks apart.,"[""4 weeks apart."", ""5 days apart."", ""weekly for 4 weeks."", ""6 months apart.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, how far apart were the two intravenous rituximab doses of 1000 mg each given?
(A) 5 days apart.
(B) 6 months apart.
(C) weekly for 4 weeks.
(D) 2 weeks apart.
(E) 4 weeks apart.","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, the two intravenous rituximab doses of 1000 mg each were given 2 weeks apart.",He was commenced on mycophenolate mofetil 1 g two times a day and given two rituximab doses at 1000 mg intravenous 2 weeks apart.,Treatment,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, the two intravenous rituximab doses of 1000 mg each were given","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", after the patient was started on mycophenolate mofetil 1 g twice daily, the two intravenous rituximab doses of 1000 mg each were given
(A) 5 days apart.
(B) 6 months apart.
(C) weekly for 4 weeks.
(D) 2 weeks apart.
(E) 4 weeks apart."
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/11,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,11,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient underwent a video fluoroscopic (barium) swallow study because of severe pharyngeal dysphagia. Where did the post-swallow penetration of thin and mildly thick fluids reach?",the vocal cords.,(A),the vocal cords.,the laryngeal vestibule.,the trachea.,the pyriform fossae.,the carina.,"[""the laryngeal vestibule."", ""the trachea."", ""the pyriform fossae."", ""the carina.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the patient underwent a video fluoroscopic (barium) swallow study because of severe pharyngeal dysphagia. Where did the post-swallow penetration of thin and mildly thick fluids reach?
(A) the vocal cords.
(B) the laryngeal vestibule.
(C) the trachea.
(D) the pyriform fossae.
(E) the carina.","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the post-swallow penetration of thin and mildly thick fluids on video fluoroscopic (barium) swallow study performed because of severe pharyngeal dysphagia reached the vocal cords.",This led to severe pyriform fossae residue and post-swallow penetration of thin and mildly thick fluids to the vocal cords.,Investigations,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the post-swallow penetration of thin and mildly thick fluids on video fluoroscopic (barium) swallow study performed because of severe pharyngeal dysphagia reached","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the post-swallow penetration of thin and mildly thick fluids on video fluoroscopic (barium) swallow study performed because of severe pharyngeal dysphagia reached
(A) the vocal cords.
(B) the laryngeal vestibule.
(C) the trachea.
(D) the pyriform fossae.
(E) the carina."
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/13,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,13,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported several associated features. What proportion of cases in that review had malignancy?",18%.,(C),30%,43%,18%.,25%,46%,"[""46%"", ""43%"", ""25%"", ""30%""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported several associated features. What proportion of cases in that review had malignancy?
(A) 30%
(B) 43%
(C) 18%.
(D) 25%
(E) 46%","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported malignancy in 18%.","In a large literature review encompassing 215 patients, dysphagia and interstitial lung disease were reported in 46% and 43% of cases of SAE1 dermatomyositis, respectively, while malignancy occurred in 18%.",Discussion,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported malignancy in","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a large literature review of 215 patients with SAE1 antibody-positive dermatomyositis reported malignancy in
(A) 30%
(B) 43%
(C) 18%.
(D) 25%
(E) 46%"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/14,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,14,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", what type of swelling is described as an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling?",Subcutaneous tissue oedema,(A),Subcutaneous tissue oedema,Gottron’s papules,Interstitial lung disease,Hereditary angioedema,Heliotrope rash,"[""Heliotrope rash"", ""Gottron\u2019s papules"", ""Interstitial lung disease"", ""Hereditary angioedema""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", what type of swelling is described as an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling?
(A) Subcutaneous tissue oedema
(B) Gottron’s papules
(C) Interstitial lung disease
(D) Hereditary angioedema
(E) Heliotrope rash","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is Subcutaneous tissue oedema","Subcutaneous tissue oedema, especially facial or neck swelling, is an uncommon feature in dermatomyositis.",Discussion,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", an uncommon feature of dermatomyositis, particularly when it presents as facial or neck swelling, is
(A) Subcutaneous tissue oedema
(B) Gottron’s papules
(C) Interstitial lung disease
(D) Hereditary angioedema
(E) Heliotrope rash"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/16,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,16,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for which specific condition discussed in the report?",anti-SAE1–positive dermatomyositis.,(B),immune-mediated necrotizing myopathy,anti-SAE1–positive dermatomyositis.,anti-TIF1-γ–positive dermatomyositis,bradykinin-mediated angioedema,dysphagia-predominant dermatomyositis,"[""anti-TIF1-\u03b3\u2013positive dermatomyositis"", ""bradykinin-mediated angioedema"", ""immune-mediated necrotizing myopathy"", ""dysphagia-predominant dermatomyositis""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for which specific condition discussed in the report?
(A) immune-mediated necrotizing myopathy
(B) anti-SAE1–positive dermatomyositis.
(C) anti-TIF1-γ–positive dermatomyositis
(D) bradykinin-mediated angioedema
(E) dysphagia-predominant dermatomyositis","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for anti-SAE1–positive dermatomyositis.",There is limited evidence to guide optimal pharmacotherapy in anti-SAE1–positive dermatomyositis.,Discussion,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", the authors note that there is limited evidence to guide optimal pharmacotherapy for
(A) immune-mediated necrotizing myopathy
(B) anti-SAE1–positive dermatomyositis.
(C) anti-TIF1-γ–positive dermatomyositis
(D) bradykinin-mediated angioedema
(E) dysphagia-predominant dermatomyositis"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/17,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,17,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", what treatment do patients with dermatomyositis usually require to reduce disease progression and multiorgan damage?",prompt treatment with intense immunosuppression,(D),urgent treatment with antihistamines and adrenaline for presumed angioedema,prolonged treatment with broad-spectrum antibiotics to control occult infection,prompt treatment with airway protection and surgical drainage of neck swelling,prompt treatment with intense immunosuppression,supportive treatment with physiotherapy and analgesia alone,"[""urgent treatment with antihistamines and adrenaline for presumed angioedema"", ""prompt treatment with airway protection and surgical drainage of neck swelling"", ""prolonged treatment with broad-spectrum antibiotics to control occult infection"", ""supportive treatment with physiotherapy and analgesia alone""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", what treatment do patients with dermatomyositis usually require to reduce disease progression and multiorgan damage?
(A) urgent treatment with antihistamines and adrenaline for presumed angioedema
(B) prolonged treatment with broad-spectrum antibiotics to control occult infection
(C) prompt treatment with airway protection and surgical drainage of neck swelling
(D) prompt treatment with intense immunosuppression
(E) supportive treatment with physiotherapy and analgesia alone","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", patients with dermatomyositis usually require prompt treatment with intense immunosuppression",Patients with dermatomyositis usually require prompt treatment with intense immunosuppression to reduce disease progression and multiorgan damage.,Abstract,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", patients with dermatomyositis usually require","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", patients with dermatomyositis usually require
(A) urgent treatment with antihistamines and adrenaline for presumed angioedema
(B) prolonged treatment with broad-spectrum antibiotics to control occult infection
(C) prompt treatment with airway protection and surgical drainage of neck swelling
(D) prompt treatment with intense immunosuppression
(E) supportive treatment with physiotherapy and analgesia alone"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/18,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,18,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system. In this context, what does prompt treatment with intense immunosuppression aim to reduce in patients with dermatomyositis?",disease progression and multiorgan damage.,(C),viral reactivation and opportunistic infection.,cardiovascular mortality and thromboembolic risk.,disease progression and multiorgan damage.,histamine release and mast-cell degranulation.,airway oedema and acute respiratory compromise.,"[""airway oedema and acute respiratory compromise."", ""histamine release and mast-cell degranulation."", ""viral reactivation and opportunistic infection."", ""cardiovascular mortality and thromboembolic risk.""]","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system. In this context, what does prompt treatment with intense immunosuppression aim to reduce in patients with dermatomyositis?
(A) viral reactivation and opportunistic infection.
(B) cardiovascular mortality and thromboembolic risk.
(C) disease progression and multiorgan damage.
(D) histamine release and mast-cell degranulation.
(E) airway oedema and acute respiratory compromise.","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system, and prompt treatment with intense immunosuppression aims to reduce disease progression and multiorgan damage.",Patients with dermatomyositis usually require prompt treatment with intense immunosuppression to reduce disease progression and multiorgan damage.,Abstract,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system, and prompt treatment with intense immunosuppression aims to reduce","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", dermatomyositis is described as a rare autoimmune disease affecting the skin, muscle, and respiratory system, and prompt treatment with intense immunosuppression aims to reduce
(A) viral reactivation and opportunistic infection.
(B) cardiovascular mortality and thromboembolic risk.
(C) disease progression and multiorgan damage.
(D) histamine release and mast-cell degranulation.
(E) airway oedema and acute respiratory compromise."
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/19,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,19,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection. Who reviewed him initially for that suspected infection?","ear, nose and throat surgeons",(B),emergency medicine physicians,"ear, nose and throat surgeons",rheumatologists,clinical immunologists,oral and maxillofacial surgeons,"[""oral and maxillofacial surgeons"", ""clinical immunologists"", ""emergency medicine physicians"", ""rheumatologists""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection. Who reviewed him initially for that suspected infection?
(A) emergency medicine physicians
(B) ear, nose and throat surgeons
(C) rheumatologists
(D) clinical immunologists
(E) oral and maxillofacial surgeons","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection, and he was initially reviewed by ear, nose and throat surgeons","He was reviewed initially by ear, nose and throat surgeons for a probable deep neck space infection.",Abstract,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection, and he was initially reviewed by","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented to the emergency department with severe neck swelling and was thought to have a probable deep neck space infection, and he was initially reviewed by
(A) emergency medicine physicians
(B) ear, nose and throat surgeons
(C) rheumatologists
(D) clinical immunologists
(E) oral and maxillofacial surgeons"
medical/Dermatomyositis_masquerading_as_angioedema_a_crucial_differe/20,medical,Dermatomyositis_masquerading_as_angioedema_a_crucial_differe,20,"In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling that was initially investigated as possible angioedema. Because the neck oedema was atypical for angioedema and there were also skin and nail changes, what laboratory test was promptly requested?",creatine kinase level,(C),serum tryptase level,C-reactive protein level,creatine kinase level,C1 esterase inhibitor level,SAE1 autoantibody assay,"[""C1 esterase inhibitor level"", ""serum tryptase level"", ""C-reactive protein level"", ""SAE1 autoantibody assay""]","In the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", a previously well man in his 40s presented with severe neck swelling that was initially investigated as possible angioedema. Because the neck oedema was atypical for angioedema and there were also skin and nail changes, what laboratory test was promptly requested?
(A) serum tryptase level
(B) C-reactive protein level
(C) creatine kinase level
(D) C1 esterase inhibitor level
(E) SAE1 autoantibody assay","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was creatine kinase level","A creatine kinase level was promptly requested due to the atypical nature of neck oedema that was inconsistent with angioedema, along with the presence of skin and nail changes.",Abstract,"According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was","According to the case report ""Dermatomyositis masquerading as angioedema: a crucial differential not to overlook"", because the neck oedema was atypical for angioedema and there were also skin and nail changes in a previously well man in his 40s who presented with severe neck swelling, the requested test was
(A) serum tryptase level
(B) C-reactive protein level
(C) creatine kinase level
(D) C1 esterase inhibitor level
(E) SAE1 autoantibody assay"
