review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
legal/America_First_Legal_Foundation_v_Jamieson_Greer/0,fix,formatting;grammar,"The correct option uses the unnatural spelling ""subjectmatter"" and the stem is awkward for a jurisdictional answer.","In the case ""America First Legal Foundation v. Jamieson Greer,"" what jurisdictional issue did AFL's Article III standing affect before the court could reach the merits?",proper venue,merits determination,personal jurisdiction,remedial authority,subject-matter jurisdiction,(E),subject-matter jurisdiction
legal/America_First_Legal_Foundation_v_Jamieson_Greer/45,fix,stem_answer_mismatch,"The stem asks what a plaintiff suffers, but the correct option repeats the condition instead of answering naturally.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" what rule did the court state about informational standing when a plaintiff is denied information that a statute entitles him to receive?",the plaintiff suffers a concrete injury only if the denial causes a tangible economic loss.,the plaintiff suffers a concrete injury if the requested disclosure would likely spur later redress.,the plaintiff suffers an injury in fact whenever he has an interest in an agency investigation.,the plaintiff suffers a concrete injury if denied information that a statute entitles him to receive.,the plaintiff has standing whenever a favorable rationale might persuade nonparties.,(D),the plaintiff suffers a concrete injury if denied information that a statute entitles him to receive.
legal/Apex_Bank_v_Cc_Serve_Corp/18,fix,option_type_mismatch,"The stem asks for a number of branch locations, but two options are not counts.","In the case ""Apex Bank v. CC Serve Corp."", which description of Apex Bank's operations did the opinion give?",it had 18 branch locations,it had 17 branch locations,it had a national bank charter,it had 28 branch locations,it issued ASPIRE-branded credit cards and associated accounts,(A),it had 18 branch locations
legal/Apex_Bank_v_Cc_Serve_Corp/25,fix,stem_answer_mismatch,"The stem asks who approved the marks, while the options are full prosecution outcomes.","In the case ""Apex Bank v. CC Serve Corp."", what happened to Apex's ASPIRE BANK word and design marks during USPTO prosecution?",the examining attorney refused the ASPIRE BANK word and design marks on likelihood-of-confusion grounds,the applications were suspended after CC Serve filed an opposition before the marks were published,the examining attorney approved the ASPIRE BANK word and design marks for publication,the Trademark Trial and Appeal Board granted CC Serve summary judgment and barred publication of the marks,the USPTO required Apex to amend the applications to the Supplemental Register for banking services,(C),the examining attorney approved the ASPIRE BANK word and design marks for publication
legal/Apex_Bank_v_Cc_Serve_Corp/48,fix,stem_answer_mismatch;option_type_mismatch,"The stem asks how many marks, but several options are not quantities.","In the case ""Apex Bank v. CC Serve Corp."", what evidence or consideration did Apex argue the Board should have included when evaluating third-party Aspire-formative marks?",the fourteen notable examples of third-party registration and use,the commercial strength of CC Serve’s mark among credit card consumers,the twenty-six third-party marks discussed in Juice Generation,the 42 other third-party marks,the full range of DuPont factors bearing on inherent distinctiveness,(D),the 42 other third-party marks
legal/Bruce_Cohen_v_Consilio_LLC/17,fix,grammar;stem_answer_mismatch,"The stem asks what wages had been paid for, but the correct option is an ungrammatical verb phrase.","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" according to the parties’ stipulation, what had happened to the overtime wages Cohen alleged he was owed in this lawsuit?",he had received full compensation for the unpaid meal breaks and off-the-clock work alleged in his complaint,he had been paid for all overtime wages he alleged he was owed in this lawsuit,he had been paid for all minimum wages and overtime premiums required under the federal Fair Labor Standards Act,he had waived any claim to additional overtime wages beyond the amount tendered by Consilio,he had been paid all liquidated damages and statutory penalties he alleged he was owed in this lawsuit,(B),he had been paid for all overtime wages he alleged he was owed in this lawsuit
legal/Bruce_Cohen_v_Consilio_LLC/26,fix,stem_answer_mismatch,"The stem asks who must serve a demand, but the correct option is the action served rather than the actor.","According to the opinion in ""Bruce Charles Cohen v. Consilio, LLC,"" what must the Commissioner first do on behalf of an employee before penalties are available under Minn. Stat. § 181.101?",issue a written notice of violation to the employer under Minn. Stat. § 181.101,charge the employer the employee's average daily earnings for each day the wages remain unpaid,serve a demand for payment of wages on behalf of an employee,determine after an administrative investigation that the employee's wages were unlawfully withheld,obtain a final order or judgment requiring the employer to pay the unpaid wages,(C),serve a demand for payment of wages on behalf of an employee
legal/Bruce_Cohen_v_Consilio_LLC/43,fix,stem_answer_mismatch,"The stem asks what policy remained in dispute, but the options are propositions about disputes.","In the case ""Bruce Charles Cohen v. Consilio, LLC,"" before Consilio moved for summary judgment, what issue about Consilio’s overtime policy remained in dispute?",whether any overtime wages remained unpaid to Cohen,whether Consilio’s voluntary cessation of the challenged overtime practice deprived the court of jurisdiction,whether Consilio’s violative overtime policy was still in place,whether Cohen fell within an administrative exemption to overtime requirements,whether Cohen’s claim for civil penalties had already become moot as a matter of law,(C),whether Consilio’s violative overtime policy was still in place
legal/Bruce_Cohen_v_Consilio_LLC/46,fix,formatting,The correct option has a stray closing quotation mark.,"In the case ""Bruce Charles Cohen v. Consilio, LLC,"" the Eighth Circuit cited InfoDeli, LLC and Federal Rule of Civil Procedure 15(a) when explaining how new claims must be presented. According to that cited rule from InfoDeli, LLC, new claims are properly raised through amended complaints, not what?",discovery motions,summary-judgment briefs,opposition briefs,reply briefs,appellate briefs,(C),opposition briefs
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/2,fix,option_type_mismatch,"The stem asks for a period, but most options are not time periods.","In the case ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what did the jury’s $166,303,391 lump-sum damages award cover?",lost profits and enhanced damages for willful infringement of the asserted claims,the sales of accused Nokia radios through the date of the verdict,AT&T’s pre-suit and post-suit use of the accused PIM-C feature in Nokia radios,the remaining life of the ’134 and ’775 patents,a running royalty on future use of the asserted claims after judgment,(D),the remaining life of the ’134 and ’775 patents
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/38,fix,option_type_mismatch,"The stem asks how many places, but some options are not counts or comparable descriptions.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what contradictory testimony about the accused device’s contact with the vessel mattered in Johns Hopkins Univ. v. Datascope Corp.?",that the device contacted the vessel in a circumferential pattern,that the device contacted the vessel in three dimensions,that the device contacted the vessel at a single location,that the device contacted the vessel in two places,that the device contacted the vessel in three places,(D),that the device contacted the vessel in two places
legal/Finesse_Wireless_LLC_v_Att_Mobility_LLC/52,fix,option_type_mismatch,"The stem asks how many multiplications, but several options are not counts.","According to the opinion in ""Finesse Wireless LLC v. AT&T Mobility LLC,"" what did the Nokia document at J.A. 26486 list instead of evidence that all seven claimed multiplications were performed?",three separately identifiable signals,four distinct modulation symbols,seven claimed multiplications,three distinct multiplications,modulus and complex conjugate operations,(D),three distinct multiplications
legal/Foad_Farahi_v_FBI/23,fix,stem_answer_mismatch;grammar,"The stem asks what material was not segregable, but the correct option is phrased as a conclusion rather than a material type.","According to the opinion in ""Foad Farahi v. Federal Bureau of Investigation,"" what did the district court conclude after reviewing the FBI's ex parte submission on the renewed summary-judgment motion?",that the relevant proceedings remained ongoing,that exempt material was not reasonably segregable,that personal privacy interests outweighed the public interest,that the FBI’s search was reasonably calculated to uncover responsive records,that the requester had not exhausted his administrative remedies,(B),that exempt material was not reasonably segregable
legal/Jimenez_v_Bondi/7,fix,stem_answer_mismatch,"The stem asks which government, but the correct option is a full proposition about that government.","In the case ""Jimenez v. Bondi"", what did the petitioners argue about protection by the Colombian government as part of their claimed fear of future persecution?",general country conditions in Colombia created a presumption that they would face torture upon return,the Colombian government was unable or unwilling to protect them,their political opinion was the predominant motive behind the threats against them,Jimenez’s professional and personal involvement with Don Rafa placed them in a protected particular social group,the later threats against their employees independently established past persecution as a matter of law,(B),the Colombian government was unable or unwilling to protect them
