review_id,decision,issue_categories,review_reason,fixed_question_stem,fixed_option_a,fixed_option_b,fixed_option_c,fixed_option_d,fixed_option_e,fixed_correct_label,fixed_target
arxiv/1_58/14,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", the authors note that the trend in post-training quantization has been to move to lower-bit variants such as 4-bit models from what starting precision?",1 bit.,1.58 bits.,16 bits.,32 bits.,8 bits.,(C),16 bits.
arxiv/1_58/29,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what quantization function does BitNet b1.58 adopt to constrain its weights to -1, 0, or +1?",symmetric uniform quantization,zero-point quantization,RoundClip,absmean.,min-max quantization,(D),absmean.
arxiv/1_58/35,fix,formatting,Stem has an extraneous list-marker prefix.,"In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what has the architecture of LLaMA been the de-facto backbone for?",open-source LLMs.,popular open-source software.,multimodal foundation models.,closed-source LLMs.,the open-source community.,(A),open-source LLMs.
arxiv/1_58/40,fix,option_type_mismatch,"The stem asks specifically for a community, making several existing options invalid by type; broadening the stem makes the option set natural.","In the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what does the design of BitNet b1.58 adopt the LLaMA-alike components to embrace?",system-level optimization.,the LLaMA architecture.,popular open-source software.,hardware-efficient inference.,the open-source community.,(E),the open-source community.
arxiv/1_58/87,fix,option_type_mismatch,"The stem asks for a kind of FLOPs, but the options are broader reducible quantities; the stem should match that option set.","According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what does MoE significantly reduce in the discussion of 1-bit Mixture-of-Experts LLMs?",inference latency.,computation FLOPs.,memory consumption.,the overhead of transferring activations across networks.,inter-chip communication overhead.,(B),computation FLOPs.
arxiv/1_58/88,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what type of models does the reduced memory footprint reduce the number of devices required to deploy?",MoE models.,1.58-bit LLMs.,dense transformer models.,long-sequence LLMs.,LLMs on edge and mobile devices.,(A),MoE models.
arxiv/1_58/91,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", in the comparison of BitNet b1.58 models with FP16 LLMs, which model is reported to be less efficient than 70B BitNet b1.58 in terms of latency, memory usage, and energy consumption?",13B INT8 LLM,13B FP16 LLM.,7B FP16 LLM,30B BitNet b1.58,3B FP16 LLM,(B),13B FP16 LLM.
arxiv/1_58/92,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""The Era of 1-bit LLMs: All Large Language Models are in 1.58 Bits"", what can be doubled given the same resources when BitNet b1.58 reduces activations from 16 bits to 8 bits to support long sequences?",the batch size.,the number of devices required to deploy MoE models.,the model parameter count.,the number of active experts.,the context length.,(E),the context length.
arxiv/BOFT/1,fix,option_type_mismatch,"The stem asks for transformer models, but some options are not transformer models; a broader stem fits the existing choices.","In the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", what kind of models do the authors include in their extensive empirical study of adapting models to various downstream tasks in vision and language?",graph neural networks,models with butterfly structures,large vision transformers.,speech recognition transformers,large convolutional networks,(C),large vision transformers.
arxiv/BOFT/7,fix,option_type_mismatch,"The stem asks specifically for diffusion models, but the choices are broader model categories; the stem should ask for the model category examined.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", what kind of models are examined alongside large vision transformers and large language models in the extensive empirical study of adapting models to downstream tasks in vision and language?",large vision transformers.,text-to-video diffusion models.,image-to-image diffusion models.,text-to-image diffusion models.,class-conditional diffusion models.,(D),text-to-image diffusion models.
arxiv/BOFT/9,fix,stem_answer_mismatch,"The stem asks for recent models in the plural, but the correct option is a single example.","According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", which recent model is given as an example demonstrating the remarkable generalization ability of large foundation models?",LLaMA,BERT,GPT-3,ChatGPT,PaLM,(D),ChatGPT
arxiv/BOFT/14,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", which efficient task adaptation method attaches additional trainable prefix tokens to the input?",prompt tuning,low-rank adaptation (LoRA),model finetuning,instruction tuning,adapter tuning,(A),prompt tuning
arxiv/BOFT/22,fix,option_type_mismatch,The stem asks narrowly for a model type while the options mix model types and settings; broadening the stem makes the choices align.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in what setting has OFT demonstrated promising generalizability and convergence?",image classification transformers,text-to-image diffusion models,large language models,computer vision and natural language processing tasks,vision and language foundation models,(B),text-to-image diffusion models
arxiv/BOFT/25,fix,formatting,Stem has an extraneous Q: prefix.,"According to the paper ""Parameter-Efficient Orthogonal Finetuning via Factorization"", in the discussion of OFT’s block-diagonal sparsity pattern for orthogonal matrices, what remains a mystery despite the parameter savings?",how to avoid the undesirable inductive biases introduced by the block-diagonal structure.,how to find a good sparsity pattern.,how to preserve pairwise angles between neurons throughout the finetuning process.,how to prevent catastrophic forgetting of pretraining knowledge.,how to balance expressivity and regularity within the orthogonal group.,(B),how to find a good sparsity pattern.
