review_id,domain_group,document,v15_row_index,question_stem,target,correct_label,option_a,option_b,option_c,option_d,option_e,distractors,formatted_question,fact,raw_knowledge_statement,section,v14_cloze_probe,v14_formatted_question
legal/America_First_Legal_Foundation_v_Jamieson_Greer/0,legal,America_First_Legal_Foundation_v_Jamieson_Greer,0,"In the case ""America First Legal Foundation v. Jamieson Greer,"" what issue concerning the district court did AFL's satisfaction of Article III standing bear on before the court could reach the merits?",subjectmatter jurisdiction,(E),proper venue,merits determination,personal jurisdiction,remedial authority,subjectmatter jurisdiction,"[""personal jurisdiction"", ""merits determination"", ""proper venue"", ""remedial authority""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" what issue concerning the district court did AFL's satisfaction of Article III standing bear on before the court could reach the merits?
(A) proper venue
(B) merits determination
(C) personal jurisdiction
(D) remedial authority
(E) subjectmatter jurisdiction","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL's satisfaction of Article III standing bore on the district court's subjectmatter jurisdiction","Before reaching the merits, we must consider whether AFL satisfied the requirements for Article III standing, a question bearing on whether the district court had subjectmatter jurisdiction.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL's satisfaction of Article III standing bore on the district court's","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL's satisfaction of Article III standing bore on the district court's
(A) proper venue
(B) merits determination
(C) personal jurisdiction
(D) remedial authority
(E) subjectmatter jurisdiction"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/2,legal,America_First_Legal_Foundation_v_Jamieson_Greer,2,"In the case ""America First Legal Foundation v. Jamieson Greer,"" what constitutional standing doctrine did the court say it had to consider before reaching the merits, because it affected whether the district court had subject-matter jurisdiction?",Article III standing.,(E),federal-question jurisdiction,ripeness,subject-matter jurisdiction,prudential standing,Article III standing.,"[""subject-matter jurisdiction"", ""prudential standing"", ""ripeness"", ""federal-question jurisdiction""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" what constitutional standing doctrine did the court say it had to consider before reaching the merits, because it affected whether the district court had subject-matter jurisdiction?
(A) federal-question jurisdiction
(B) ripeness
(C) subject-matter jurisdiction
(D) prudential standing
(E) Article III standing.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits, the court said it had to consider whether AFL satisfied the requirements for Article III standing.","Before reaching the merits, we must consider whether AFL satisfied the requirements for Article III standing, a question bearing on whether the district court had subjectmatter jurisdiction.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits, the court said it had to consider whether AFL satisfied the requirements for","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" before reaching the merits, the court said it had to consider whether AFL satisfied the requirements for
(A) federal-question jurisdiction
(B) ripeness
(C) subject-matter jurisdiction
(D) prudential standing
(E) Article III standing."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/4,legal,America_First_Legal_Foundation_v_Jamieson_Greer,4,"In the case ""America First Legal Foundation v. Jamieson Greer"", according to AFL, what consent did the Department of Justice Civil Division say it needed before searching employee emails for responsive records?",the employee’s consent.,(D),the employee’s supervisor’s approval.,a warrant based on probable cause.,a court order compelling production.,the employee’s consent.,authorization from the Office of Special Counsel.,"[""the employee\u2019s supervisor\u2019s approval."", ""a court order compelling production."", ""authorization from the Office of Special Counsel."", ""a warrant based on probable cause.""]","In the case ""America First Legal Foundation v. Jamieson Greer"", according to AFL, what consent did the Department of Justice Civil Division say it needed before searching employee emails for responsive records?
(A) the employee’s supervisor’s approval.
(B) a warrant based on probable cause.
(C) a court order compelling production.
(D) the employee’s consent.
(E) authorization from the Office of Special Counsel.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" according to AFL, the Department of Justice Civil Division said that before searching employee emails for responsive records, it needed the employee’s consent.","According to AFL, the Civil Division denied the request on the dubious ground that it does not search employee emails for responsive records without the employee’s consent.",I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" according to AFL, the Department of Justice Civil Division said that before searching employee emails for responsive records, it needed","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" according to AFL, the Department of Justice Civil Division said that before searching employee emails for responsive records, it needed
(A) the employee’s supervisor’s approval.
(B) a warrant based on probable cause.
(C) a court order compelling production.
(D) the employee’s consent.
(E) authorization from the Office of Special Counsel."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/5,legal,America_First_Legal_Foundation_v_Jamieson_Greer,5,"In the case ""America First Legal Foundation v. Jamieson Greer,"" the D.C. Circuit discussed AFL’s standing argument based on alleged informational injuries from OSC’s refusal to investigate. According to the opinion, under what section are the notices and information required for such an investigation?",section 1214.,(C),section 2302.,section 1213.,section 1214.,section 1216.,section 552.,"[""section 1216."", ""section 1213."", ""section 2302."", ""section 552.""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" the D.C. Circuit discussed AFL’s standing argument based on alleged informational injuries from OSC’s refusal to investigate. According to the opinion, under what section are the notices and information required for such an investigation?
(A) section 2302.
(B) section 1213.
(C) section 1214.
(D) section 1216.
(E) section 552.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL claimed that OSC had not provided notices and information required for an investigation under section 1214.","Second, OSC has not provided the notices and information required for an investigation under section 1214.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL claimed that OSC had not provided notices and information required for an investigation under","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" AFL claimed that OSC had not provided notices and information required for an investigation under
(A) section 2302.
(B) section 1213.
(C) section 1214.
(D) section 1216.
(E) section 552."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/6,legal,America_First_Legal_Foundation_v_Jamieson_Greer,6,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when plaintiffs invoke the relaxed standing rules for alleged procedural injuries, what must they show the violation of a procedural right ""resulted in""?","concrete, particularized interest.",(B),generalized institutional interest.,"concrete, particularized interest.",particularized injury in fact.,legally protected interest.,"concrete, redressable interest.","[""concrete, redressable interest."", ""legally protected interest."", ""particularized injury in fact."", ""generalized institutional interest.""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when plaintiffs invoke the relaxed standing rules for alleged procedural injuries, what must they show the violation of a procedural right ""resulted in""?
(A) generalized institutional interest.
(B) concrete, particularized interest.
(C) particularized injury in fact.
(D) legally protected interest.
(E) concrete, redressable interest.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when plaintiffs invoke the relaxed standing rules for alleged procedural injuries, they must show that the violation of a procedural right resulted in injury to some concrete, particularized interest.","In such cases, plaintiffs thus must show that the violation of a procedural right “resulted in injury” to some “concrete, particularized interest.”",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when plaintiffs invoke the relaxed standing rules for alleged procedural injuries, they must show that the violation of a procedural right resulted in injury to some","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when plaintiffs invoke the relaxed standing rules for alleged procedural injuries, they must show that the violation of a procedural right resulted in injury to some
(A) generalized institutional interest.
(B) concrete, particularized interest.
(C) particularized injury in fact.
(D) legally protected interest.
(E) concrete, redressable interest."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/7,legal,America_First_Legal_Foundation_v_Jamieson_Greer,7,"In the case ""America First Legal Foundation v. Jamieson Greer,"" the district court concluded that OSC’s decision not to investigate was based on a legal error, but it still declined to order OSC to investigate any FOIA policy. According to the opinion, what section did the court view as committing that investigation decision to OSC’s discretion?",section 1216(c),(D),section 552(a)(4)(F)(i),section 1204(a)(3),section 701(a)(2) of the APA,section 1216(c),section 1216(a),"[""section 552(a)(4)(F)(i)"", ""section 1216(a)"", ""section 701(a)(2) of the APA"", ""section 1204(a)(3)""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" the district court concluded that OSC’s decision not to investigate was based on a legal error, but it still declined to order OSC to investigate any FOIA policy. According to the opinion, what section did the court view as committing that investigation decision to OSC’s discretion?
(A) section 552(a)(4)(F)(i)
(B) section 1204(a)(3)
(C) section 701(a)(2) of the APA
(D) section 1216(c)
(E) section 1216(a)","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court concluded that OSC’s decision not to investigate was based on a legal error and still declined to order OSC to investigate any FOIA policy, the opinion viewed the investigation decision as committed to OSC’s discretion by section 1216(c)","Nonetheless, the court declined to order OSC to investigate any FOIA policy because, in its view, section 1216(c) committed that decision to OSC’s discretion.",I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court concluded that OSC’s decision not to investigate was based on a legal error and still declined to order OSC to investigate any FOIA policy, the opinion viewed the investigation decision as committed to OSC’s discretion by","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" although the district court concluded that OSC’s decision not to investigate was based on a legal error and still declined to order OSC to investigate any FOIA policy, the opinion viewed the investigation decision as committed to OSC’s discretion by
(A) section 552(a)(4)(F)(i)
(B) section 1204(a)(3)
(C) section 701(a)(2) of the APA
(D) section 1216(c)
(E) section 1216(a)"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/8,legal,America_First_Legal_Foundation_v_Jamieson_Greer,8,"In the case ""America First Legal Foundation v. Jamieson Greer,"" the court discussed AFL’s standing theory based on information it had sought from the Department of Justice. According to the opinion, through what mechanism did AFL request that information from DOJ?",FOIA.,(E),the OSC complaint process.,civil discovery.,the Privacy Act.,the Administrative Procedure Act.,FOIA.,"[""the Privacy Act."", ""the Administrative Procedure Act."", ""civil discovery."", ""the OSC complaint process.""]","In the case ""America First Legal Foundation v. Jamieson Greer,"" the court discussed AFL’s standing theory based on information it had sought from the Department of Justice. According to the opinion, through what mechanism did AFL request that information from DOJ?
(A) the OSC complaint process.
(B) civil discovery.
(C) the Privacy Act.
(D) the Administrative Procedure Act.
(E) FOIA.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court discussed AFL’s standing theory based on information it had sought from the Department of Justice, and AFL requested that information from DOJ through FOIA.","For these reasons, AFL cannot establish standing based on its interest in the information that it requested from DOJ through FOIA.",II,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court discussed AFL’s standing theory based on information it had sought from the Department of Justice, and AFL requested that information from DOJ through","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the court discussed AFL’s standing theory based on information it had sought from the Department of Justice, and AFL requested that information from DOJ through
(A) the OSC complaint process.
(B) civil discovery.
(C) the Privacy Act.
(D) the Administrative Procedure Act.
(E) FOIA."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/9,legal,America_First_Legal_Foundation_v_Jamieson_Greer,9,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the Office of Special Counsel investigates alleged FOIA violations under 5 U.S.C. § 1216, under what section may it seek corrective action?",section 1214.,(E),section 2302,section 552(a)(4)(F),section 1215,section 1216,section 1214.,"[""section 1215"", ""section 1216"", ""section 552(a)(4)(F)"", ""section 2302""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the Office of Special Counsel investigates alleged FOIA violations under 5 U.S.C. § 1216, under what section may it seek corrective action?
(A) section 2302
(B) section 552(a)(4)(F)
(C) section 1215
(D) section 1216
(E) section 1214.","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the Office of Special Counsel investigates alleged FOIA violations under 5 U.S.C. § 1216, it may seek corrective action under section 1214.","For such alleged FOIA violations, OSC “may investigate and seek corrective action under section 1214 and disciplinary action under section 1215 in the same way as if a prohibited personnel practice were involved.”",I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the Office of Special Counsel investigates alleged FOIA violations under 5 U.S.C. § 1216, it may seek corrective action under","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" when the Office of Special Counsel investigates alleged FOIA violations under 5 U.S.C. § 1216, it may seek corrective action under
(A) section 2302
(B) section 552(a)(4)(F)
(C) section 1215
(D) section 1216
(E) section 1214."
legal/America_First_Legal_Foundation_v_Jamieson_Greer/11,legal,America_First_Legal_Foundation_v_Jamieson_Greer,11,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" which provision of the Civil Service Reform Act sets forth the procedures governing corrective actions for prohibited personnel practices, including notice to the complaining party about the progress of an investigation?",Section 1214,(D),Section 1215,Section 1216,Section 2302,Section 1214,Section 7701,"[""Section 1215"", ""Section 1216"", ""Section 2302"", ""Section 7701""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" which provision of the Civil Service Reform Act sets forth the procedures governing corrective actions for prohibited personnel practices, including notice to the complaining party about the progress of an investigation?
(A) Section 1215
(B) Section 1216
(C) Section 2302
(D) Section 1214
(E) Section 7701","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the provision of the Civil Service Reform Act that sets forth the procedures governing corrective actions for prohibited personnel practices, including notice to the complaining party about the progress of an investigation, is Section 1214","Section 1214 sets forth procedures to govern corrective actions for prohibited personnel practices, including provisions for notifying the complaining party about the progress of an investigation.",I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the provision of the Civil Service Reform Act that sets forth the procedures governing corrective actions for prohibited personnel practices, including notice to the complaining party about the progress of an investigation, is","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" the provision of the Civil Service Reform Act that sets forth the procedures governing corrective actions for prohibited personnel practices, including notice to the complaining party about the progress of an investigation, is
(A) Section 1215
(B) Section 1216
(C) Section 2302
(D) Section 1214
(E) Section 7701"
legal/America_First_Legal_Foundation_v_Jamieson_Greer/12,legal,America_First_Legal_Foundation_v_Jamieson_Greer,12,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1216 directs the Office of Special Counsel to investigate allegations of arbitrary or capricious withholding of information prohibited under 5 U.S.C. § 552. What federal law does that refer to?",the Freedom of Information Act,(C),the Administrative Procedure Act,the Government in the Sunshine Act,the Freedom of Information Act,the Privacy Act,the Civil Service Reform Act,"[""the Privacy Act"", ""the Administrative Procedure Act"", ""the Civil Service Reform Act"", ""the Government in the Sunshine Act""]","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1216 directs the Office of Special Counsel to investigate allegations of arbitrary or capricious withholding of information prohibited under 5 U.S.C. § 552. What federal law does that refer to?
(A) the Administrative Procedure Act
(B) the Government in the Sunshine Act
(C) the Freedom of Information Act
(D) the Privacy Act
(E) the Civil Service Reform Act","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1216 directs the Office of Special Counsel to investigate allegations of arbitrary or capricious withholding of information prohibited under 5 U.S.C. § 552, in other words, withholdings prohibited by the Freedom of Information Act","As relevant here, it provides that OSC “shall … conduct an investigation of any allegation concerning arbitrary or capricious withholding of information prohibited under section 552”—in other words, withholdings prohibited by the Freedom of Information Act.",I,"According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1216 directs the Office of Special Counsel to investigate allegations of arbitrary or capricious withholding of information prohibited under 5 U.S.C. § 552, in other words, withholdings prohibited by","According to the opinion in ""America First Legal Foundation v. Jamieson Greer,"" Section 1216 directs the Office of Special Counsel to investigate allegations of arbitrary or capricious withholding of information prohibited under 5 U.S.C. § 552, in other words, withholdings prohibited by
(A) the Administrative Procedure Act
(B) the Government in the Sunshine Act
(C) the Freedom of Information Act
(D) the Privacy Act
(E) the Civil Service Reform Act"
